respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R100137,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,2.5,Yes,580,No,None noticed,Yes,Disastrous,No,No,4499,4,6,One-time payment,Protect engine/seals from damage,₹6-10L
R100138,Wave 1 - Jul 2026,Tier-2,East,Two-wheeler,5.1,No,925,Yes,15%+,No,Ineffective,No,No,4499,2,0,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100139,Wave 2 - Jul 2026,Metro,South,Hatchback,1.4,Yes,4947,No,None noticed,No,Neutral/Mixed,No,No,4499,2,2,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100140,Wave 1 - Jul 2026,Tier-1,North,Hatchback,3.2,Yes,3909,No,None noticed,No,Positive,No,No,3999,3,4,One-time payment,Environmental/fuel-quality concern,₹3-6L
R100141,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,1.9,No,1762,Yes,5-10%,No,Positive,Yes,No,3999,5,7,One-time payment,Restore lost mileage,₹3-6L
R100142,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,4.1,Yes,629,No,None noticed,Yes,Ineffective,Yes,No,5999,3,4,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100143,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,0.3,Yes,1305,No,None noticed,No,Neutral/Mixed,Yes,No,3999,3,4,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100144,Wave 2 - Jul 2026,Tier-1,Central,Hatchback,3.7,No,3641,Yes,5-10%,Yes,Disastrous,No,No,3999,4,9,One-time payment,Save money long-term vs additives,₹3-6L
R100145,Wave 2 - Jul 2026,Metro,West,Two-wheeler,4.4,No,1775,Yes,5-10%,Yes,Positive,No,No,5999,3,4,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100146,Wave 1 - Jul 2026,Tier-1,South,Commercial/Fleet,2.7,No,21985,No,None noticed,Yes,Ineffective,No,Yes,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100147,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,2.8,No,1652,Yes,10-15%,No,Disastrous,Yes,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100148,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,2.4,Yes,2004,Yes,0-5%,No,Positive,No,No,5999,4,6,One-time payment,Protect engine/seals from damage,₹3-6L
R100149,Wave 2 - Jul 2026,Metro,North,Two-wheeler,3.2,No,1256,Yes,10-15%,Yes,Positive,No,No,5999,2,2,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100150,Wave 1 - Jul 2026,Tier-3,East,Hatchback,8.6,No,5770,Yes,10-15%,No,Ineffective,No,No,3999,4,9,One-time payment,Restore lost mileage,<₹3L
R100151,Wave 1 - Jul 2026,Tier-3,East,Hatchback,6.2,No,2972,No,None noticed,Yes,Ineffective,Yes,Yes,4499,4,7,One-time payment,Protect engine/seals from damage,<₹3L
R100152,Wave 2 - Jul 2026,Metro,South,Hatchback,3.2,Yes,2929,Yes,5-10%,No,Ineffective,Yes,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100153,Wave 2 - Jul 2026,Tier-2,South,Commercial/Fleet,2.6,Yes,22399,No,None noticed,Yes,Neutral/Mixed,No,No,4499,3,4,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100154,Wave 1 - Jul 2026,Metro,East,Two-wheeler,5.8,No,810,No,None noticed,No,Neutral/Mixed,No,No,5999,1,1,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100155,Wave 2 - Jul 2026,Tier-2,North,Sedan,3.9,No,6730,Yes,15%+,No,Disastrous,Yes,No,5999,4,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100156,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,1.5,Yes,1440,No,None noticed,No,Ineffective,No,Yes,3999,1,0,One-time payment,Not sure / still skeptical,₹3-6L
R100157,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,2.9,No,1820,Yes,10-15%,No,Disastrous,No,Yes,3999,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100158,Wave 1 - Jul 2026,Tier-2,West,Hatchback,8.0,No,4130,No,None noticed,No,Ineffective,Yes,No,5999,3,3,No-cost EMI (installments),Restore lost mileage,<₹3L
R100159,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,4.9,No,1422,No,None noticed,No,Positive,No,No,4499,3,5,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100160,Wave 1 - Jul 2026,Metro,West,Hatchback,2.6,Yes,4799,Yes,0-5%,No,Disastrous,Yes,No,5999,3,3,No-cost EMI (installments),Restore lost mileage,>₹20L
R100161,Wave 2 - Jul 2026,Tier-3,South,Sedan,1.0,Yes,4724,No,None noticed,No,Neutral/Mixed,No,No,3999,2,3,One-time payment,Not sure / still skeptical,₹6-10L
R100162,Wave 1 - Jul 2026,Metro,West,Sedan,4.1,No,4653,Yes,10-15%,No,Neutral/Mixed,No,No,3999,5,9,One-time payment,Protect engine/seals from damage,₹6-10L
R100163,Wave 2 - Jul 2026,Metro,North,Hatchback,3.6,Yes,4758,No,None noticed,Yes,Ineffective,No,Yes,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100164,Wave 2 - Jul 2026,Tier-2,South,Hatchback,3.1,No,4166,No,None noticed,Yes,Disastrous,Yes,No,5999,4,6,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100165,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,5.9,No,1240,No,None noticed,Yes,Positive,No,No,3999,3,5,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100166,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,5.0,No,1368,Yes,15%+,No,Disastrous,Yes,No,5999,3,6,One-time payment,Protect engine/seals from damage,<₹3L
R100167,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,1.0,Yes,2025,No,None noticed,No,Positive,Yes,Yes,4499,2,1,One-time payment,Save money long-term vs additives,₹10-20L
R100168,Wave 2 - Jul 2026,Tier-1,North,Sedan,3.6,No,5081,Yes,10-15%,Yes,Disastrous,Yes,Yes,3999,5,8,No-cost EMI (installments),Restore lost mileage,<₹3L
R100169,Wave 1 - Jul 2026,Tier-3,South,Commercial/Fleet,1.3,Yes,16055,No,None noticed,No,Neutral/Mixed,No,No,4499,5,10,One-time payment,Not sure / still skeptical,₹6-10L
R100170,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.5,Yes,731,No,None noticed,No,Neutral/Mixed,No,No,3999,2,2,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R100171,Wave 1 - Jul 2026,Tier-1,Central,Hatchback,1.2,Yes,4150,Yes,0-5%,No,Disastrous,No,No,5999,4,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100172,Wave 1 - Jul 2026,Metro,South,Sedan,1.2,Yes,6867,No,None noticed,No,Neutral/Mixed,No,No,3999,2,1,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100173,Wave 1 - Jul 2026,Tier-3,East,SUV,4.4,No,10120,Yes,10-15%,Yes,Disastrous,No,Yes,4499,5,9,One-time payment,Restore lost mileage,₹6-10L
R100174,Wave 1 - Jul 2026,Metro,Central,Hatchback,4.2,No,4327,Yes,10-15%,No,Ineffective,No,Yes,3999,5,10,One-time payment,Restore lost mileage,₹6-10L
R100175,Wave 1 - Jul 2026,Metro,North,Hatchback,3.4,No,5324,Yes,10-15%,No,Disastrous,Yes,No,5999,3,5,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R100176,Wave 2 - Jul 2026,Tier-1,West,Sedan,2.3,Yes,6988,No,None noticed,No,Positive,No,No,5999,2,4,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100177,Wave 2 - Jul 2026,Tier-3,East,SUV,1.1,Yes,10755,Yes,5-10%,No,Ineffective,No,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100178,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,2.5,Yes,1786,No,None noticed,No,Neutral/Mixed,No,Yes,4499,1,0,One-time payment,Not sure / still skeptical,<₹3L
R100179,Wave 2 - Jul 2026,Tier-2,South,Commercial/Fleet,4.2,No,26632,Yes,5-10%,Yes,Disastrous,Yes,No,5999,5,8,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100180,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,4.1,No,1333,Yes,10-15%,Yes,Disastrous,No,Yes,3999,5,8,One-time payment,Protect engine/seals from damage,₹6-10L
R100181,Wave 1 - Jul 2026,Tier-3,North,SUV,7.9,No,5153,Yes,10-15%,Yes,Ineffective,Yes,No,5999,3,5,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100182,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,7.2,No,1660,Yes,10-15%,Yes,Disastrous,No,Yes,4499,5,10,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100183,Wave 1 - Jul 2026,Tier-1,Central,Two-wheeler,3.5,No,1706,Yes,10-15%,No,Ineffective,No,No,5999,3,5,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100184,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,2.5,Yes,2015,No,None noticed,No,Disastrous,No,No,3999,4,6,One-time payment,Protect engine/seals from damage,₹3-6L
R100185,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,1.9,Yes,1902,Yes,0-5%,No,Disastrous,No,No,3999,5,8,No-cost EMI (installments),Restore lost mileage,<₹3L
R100186,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,1.0,Yes,2163,No,None noticed,No,Positive,No,No,3999,3,5,One-time payment,Environmental/fuel-quality concern,>₹20L
R100187,Wave 1 - Jul 2026,Metro,South,Two-wheeler,1.4,Yes,1643,No,None noticed,No,Ineffective,No,No,3999,2,1,One-time payment,Not sure / still skeptical,₹3-6L
R100188,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,4.2,No,1490,Yes,10-15%,Yes,Disastrous,No,Yes,3999,5,8,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100189,Wave 2 - Jul 2026,Metro,North,Two-wheeler,5.2,No,857,No,None noticed,No,Neutral/Mixed,No,No,5999,3,6,No-cost EMI (installments),Restore lost mileage,<₹3L
R100190,Wave 1 - Jul 2026,Tier-3,Central,Sedan,2.8,No,6300,Yes,10-15%,Yes,Ineffective,No,Yes,3999,3,4,One-time payment,Protect engine/seals from damage,₹3-6L
R100191,Wave 1 - Jul 2026,Metro,East,SUV,13.2,No,6931,No,None noticed,Yes,Disastrous,No,No,3999,4,7,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100192,Wave 2 - Jul 2026,Metro,North,Sedan,1.4,Yes,6143,No,None noticed,No,Ineffective,No,No,3999,2,2,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100193,Wave 2 - Jul 2026,Tier-3,North,Two-wheeler,0.9,Yes,1421,Yes,5-10%,No,Ineffective,Yes,Yes,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100194,Wave 1 - Jul 2026,Metro,East,Two-wheeler,13.1,No,1585,Yes,10-15%,Yes,Ineffective,No,No,4499,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100195,Wave 1 - Jul 2026,Metro,North,Commercial/Fleet,1.1,Yes,17996,No,None noticed,Yes,Ineffective,No,Yes,3999,5,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100196,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,2.8,No,1767,Yes,15%+,No,Ineffective,Yes,Yes,5999,4,6,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100197,Wave 2 - Jul 2026,Tier-3,Central,Two-wheeler,2.0,No,400,No,None noticed,No,Positive,No,No,5999,1,0,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100198,Wave 1 - Jul 2026,Metro,West,Commercial/Fleet,4.4,No,19484,Yes,10-15%,No,Positive,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R100199,Wave 2 - Jul 2026,Tier-1,South,Commercial/Fleet,2.6,No,24729,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100200,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,5.2,No,2133,Yes,10-15%,No,Disastrous,Yes,No,4499,5,9,One-time payment,Protect engine/seals from damage,<₹3L
R100201,Wave 2 - Jul 2026,Tier-3,North,Sedan,5.9,No,6989,Yes,10-15%,No,Disastrous,Yes,No,4499,5,9,One-time payment,Protect engine/seals from damage,₹10-20L
R100202,Wave 1 - Jul 2026,Tier-1,Central,Two-wheeler,1.0,Yes,2060,No,None noticed,No,Ineffective,Yes,No,5999,3,5,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100203,Wave 2 - Jul 2026,Metro,South,Sedan,1.8,Yes,6074,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100204,Wave 2 - Jul 2026,Metro,North,Two-wheeler,5.5,No,1401,No,None noticed,Yes,Neutral/Mixed,Yes,No,4499,3,6,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100205,Wave 1 - Jul 2026,Metro,South,Two-wheeler,6.7,No,1608,Yes,10-15%,Yes,Disastrous,No,Yes,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100206,Wave 1 - Jul 2026,Metro,Central,Hatchback,3.9,No,4196,Yes,15%+,No,Disastrous,Yes,No,3999,4,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R100207,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,4.6,No,1093,No,None noticed,No,Neutral/Mixed,No,Yes,4499,2,0,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100208,Wave 1 - Jul 2026,Metro,East,Sedan,8.3,No,4963,Yes,5-10%,Yes,Positive,Yes,No,5999,1,0,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100209,Wave 2 - Jul 2026,Tier-1,West,Two-wheeler,2.7,Yes,964,No,None noticed,Yes,Disastrous,Yes,No,3999,5,8,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100210,Wave 1 - Jul 2026,Tier-2,East,SUV,3.8,No,9413,Yes,10-15%,No,Neutral/Mixed,No,No,5999,3,3,Subscription (device+cartridges bundled),Not sure / still skeptical,<₹3L
R100211,Wave 1 - Jul 2026,Tier-2,Central,SUV,7.2,No,8226,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,10,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100212,Wave 2 - Jul 2026,Metro,East,Hatchback,7.5,No,3776,Yes,10-15%,No,Ineffective,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R100213,Wave 1 - Jul 2026,Tier-2,Central,Sedan,3.2,Yes,4880,Yes,5-10%,Yes,Ineffective,Yes,No,5999,3,6,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100214,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,1.9,Yes,1598,Yes,0-5%,No,Ineffective,Yes,No,5999,4,8,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R100215,Wave 1 - Jul 2026,Tier-2,East,Hatchback,3.2,No,5118,Yes,10-15%,No,Disastrous,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R100216,Wave 1 - Jul 2026,Metro,West,Two-wheeler,3.4,Yes,957,No,None noticed,No,Neutral/Mixed,No,No,4499,2,2,Subscription (device+cartridges bundled),Not sure / still skeptical,<₹3L
R100217,Wave 1 - Jul 2026,Metro,West,SUV,1.8,Yes,5243,No,None noticed,No,Disastrous,No,No,5999,1,2,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100218,Wave 1 - Jul 2026,Tier-3,Central,SUV,2.1,No,10392,No,None noticed,No,Neutral/Mixed,No,No,5999,4,8,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100219,Wave 2 - Jul 2026,Tier-1,Central,Commercial/Fleet,7.5,No,11377,No,None noticed,Yes,Neutral/Mixed,Yes,No,3999,5,9,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹6-10L
R100220,Wave 1 - Jul 2026,Tier-1,West,SUV,4.7,No,9457,Yes,5-10%,Yes,Disastrous,Yes,No,4499,5,10,One-time payment,Not sure / still skeptical,₹10-20L
R100221,Wave 1 - Jul 2026,Tier-1,South,Commercial/Fleet,2.8,Yes,26876,No,None noticed,Yes,Ineffective,Yes,No,5999,5,9,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100222,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,1.5,Yes,2035,No,None noticed,No,Ineffective,No,Yes,5999,1,0,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100223,Wave 1 - Jul 2026,Tier-3,South,Commercial/Fleet,2.1,Yes,22322,Yes,10-15%,No,Disastrous,No,No,3999,5,9,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100224,Wave 1 - Jul 2026,Tier-1,South,Hatchback,0.8,Yes,5034,No,None noticed,No,Neutral/Mixed,No,No,4499,2,3,Subscription (device+cartridges bundled),Save money long-term vs additives,<₹3L
R100225,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,3.9,No,2283,No,None noticed,Yes,Disastrous,No,No,5999,2,5,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R100226,Wave 2 - Jul 2026,Metro,North,Hatchback,2.0,Yes,1455,No,None noticed,No,Positive,No,No,3999,3,3,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100227,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,4.1,No,1218,Yes,15%+,No,Disastrous,No,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R100228,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,5.5,No,1733,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100229,Wave 1 - Jul 2026,Metro,South,Two-wheeler,4.2,No,1268,Yes,10-15%,No,Disastrous,No,Yes,4499,4,9,One-time payment,Restore lost mileage,₹3-6L
R100230,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,2.6,No,1886,Yes,10-15%,Yes,Disastrous,Yes,No,5999,4,6,One-time payment,Save money long-term vs additives,₹6-10L
R100231,Wave 1 - Jul 2026,Tier-1,West,Hatchback,1.8,Yes,4154,No,None noticed,No,Positive,Yes,No,3999,1,1,No-cost EMI (installments),Not sure / still skeptical,<₹3L
R100232,Wave 2 - Jul 2026,Tier-3,North,SUV,1.3,Yes,8502,No,None noticed,No,Neutral/Mixed,No,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100233,Wave 1 - Jul 2026,Tier-2,North,Hatchback,7.1,No,3877,Yes,15%+,No,Disastrous,Yes,Yes,3999,5,7,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100234,Wave 2 - Jul 2026,Tier-3,North,Hatchback,4.1,No,3586,Yes,15%+,Yes,Neutral/Mixed,No,No,5999,3,7,One-time payment,Protect engine/seals from damage,₹6-10L
R100235,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,2.7,Yes,1186,Yes,0-5%,Yes,Disastrous,No,No,4499,5,8,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100236,Wave 1 - Jul 2026,Tier-1,North,Hatchback,5.0,No,4519,Yes,5-10%,Yes,Disastrous,Yes,No,3999,5,9,One-time payment,Protect engine/seals from damage,>₹20L
R100237,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,6.4,No,1096,Yes,10-15%,Yes,Disastrous,No,No,5999,3,3,Subscription (device+cartridges bundled),Restore lost mileage,<₹3L
R100238,Wave 2 - Jul 2026,Metro,Central,SUV,2.0,No,10389,No,None noticed,Yes,Ineffective,No,Yes,5999,3,3,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R100239,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,4.0,Yes,1656,No,None noticed,No,Neutral/Mixed,Yes,No,4499,2,2,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R100240,Wave 1 - Jul 2026,Tier-3,North,Sedan,4.0,Yes,7585,No,None noticed,No,Positive,No,No,3999,1,0,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100241,Wave 2 - Jul 2026,Tier-2,North,Sedan,8.0,No,3967,Yes,15%+,Yes,Disastrous,Yes,No,4499,5,8,One-time payment,Protect engine/seals from damage,>₹20L
R100242,Wave 1 - Jul 2026,Metro,North,Hatchback,2.6,No,2201,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,9,One-time payment,Restore lost mileage,₹10-20L
R100243,Wave 1 - Jul 2026,Tier-1,North,SUV,1.7,No,8190,Yes,0-5%,No,Disastrous,No,No,3999,4,5,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100244,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,4.3,Yes,2536,Yes,0-5%,No,Disastrous,Yes,Yes,5999,4,7,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R100245,Wave 2 - Jul 2026,Tier-3,West,SUV,5.3,No,11107,Yes,15%+,Yes,Ineffective,No,No,3999,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R100246,Wave 1 - Jul 2026,Tier-2,Central,Sedan,3.8,No,4900,Yes,10-15%,Yes,Disastrous,No,No,5999,5,6,One-time payment,Restore lost mileage,₹6-10L
R100247,Wave 1 - Jul 2026,Tier-1,West,SUV,8.4,No,9175,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100248,Wave 1 - Jul 2026,Tier-1,West,Sedan,2.6,No,6982,No,None noticed,Yes,Ineffective,No,No,3999,3,5,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100249,Wave 1 - Jul 2026,Tier-1,North,SUV,3.8,No,5058,Yes,15%+,Yes,Ineffective,Yes,No,5999,5,8,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R100250,Wave 1 - Jul 2026,Tier-2,East,Commercial/Fleet,1.0,No,25595,No,None noticed,No,Disastrous,No,No,3999,5,10,One-time payment,Restore lost mileage,₹3-6L
R100251,Wave 1 - Jul 2026,Tier-3,West,Two-wheeler,1.6,Yes,1334,No,None noticed,No,Ineffective,No,No,5999,2,3,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100252,Wave 2 - Jul 2026,Tier-1,East,SUV,2.0,Yes,7992,Yes,5-10%,No,Neutral/Mixed,No,Yes,3999,4,6,One-time payment,Protect engine/seals from damage,₹10-20L
R100253,Wave 1 - Jul 2026,Metro,Central,Sedan,3.0,Yes,5839,No,None noticed,No,Neutral/Mixed,No,No,3999,4,7,One-time payment,Protect engine/seals from damage,₹10-20L
R100254,Wave 1 - Jul 2026,Metro,South,Two-wheeler,1.2,Yes,1849,Yes,5-10%,No,Ineffective,No,No,5999,3,6,One-time payment,Not sure / still skeptical,₹10-20L
R100255,Wave 2 - Jul 2026,Tier-2,North,Commercial/Fleet,4.9,No,14588,No,None noticed,Yes,Neutral/Mixed,No,Yes,4499,4,6,One-time payment,Save money long-term vs additives,₹6-10L
R100256,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,1.9,Yes,731,Yes,5-10%,No,Neutral/Mixed,No,No,3999,2,2,No-cost EMI (installments),Not sure / still skeptical,>₹20L
R100257,Wave 1 - Jul 2026,Metro,South,Hatchback,11.8,No,4580,Yes,10-15%,No,Disastrous,No,No,4499,5,10,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R100258,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,1.9,No,599,No,None noticed,No,Positive,No,No,3999,2,1,One-time payment,Not sure / still skeptical,<₹3L
R100259,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,3.6,No,1282,Yes,10-15%,Yes,Disastrous,Yes,No,5999,4,7,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100260,Wave 2 - Jul 2026,Metro,East,SUV,3.3,No,10925,Yes,10-15%,No,Positive,No,No,3999,4,5,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100261,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,1.5,Yes,1627,No,None noticed,No,Ineffective,Yes,No,4499,3,4,One-time payment,Environmental/fuel-quality concern,₹10-20L
R100262,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,3.0,No,1809,Yes,10-15%,No,Disastrous,No,No,3999,3,5,One-time payment,Protect engine/seals from damage,₹6-10L
R100263,Wave 1 - Jul 2026,Metro,South,Two-wheeler,2.9,Yes,1643,Yes,0-5%,Yes,Disastrous,Yes,No,5999,3,1,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R100264,Wave 2 - Jul 2026,Tier-3,West,Hatchback,5.9,No,7035,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100265,Wave 1 - Jul 2026,Metro,West,SUV,4.4,Yes,6849,Yes,0-5%,No,Positive,No,No,5999,3,5,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100266,Wave 1 - Jul 2026,Tier-1,South,SUV,4.9,Yes,9114,Yes,0-5%,No,Disastrous,No,No,4499,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R100267,Wave 1 - Jul 2026,Metro,North,Two-wheeler,5.9,No,1228,Yes,10-15%,No,Disastrous,Yes,No,3999,4,6,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
